"session","session_id","study_id","iteration","created","modified","ended","expired","consent_text_mandatory","Q2","Q4_oa","Q4_rdm","Q4_fair","Q4_code","Q4_material","Q4_prereg","Q4_rr","Q5_oa","Q5_rdm","Q5_fair","Q5_code","Q5_material","Q5_prereg","Q5_rr","Q6_oa","Q6_rdm","Q6_fair","Q6_code","Q6_material","Q6_prereg","Q6_rr","Q6_oa_comment","Q6_rdm_comment","Q6_fair_comment","Q6_code_comment","Q6_material_comment","Q6_prereg_comment","Q6_rr_comment","Q7_oa","Q7_rdm","Q7_fair","Q7_code","Q7_material","Q7_prereg","Q7_rr","Q7_oa_comment","Q7_rdm_comment","Q7_fair_comment","Q7_code_comment","Q7_material_comment","Q7_prereg_comment","Q7_rr_comment","Q10_oa","Q10_rdm","Q10_fair","Q10_ethics","Q10_privacy","Q10_code","Q10_material","Q10_license","Q10_prereg","Q10_other_1","Q10_other_2","Q10_other_3","Q11_online","Q11_colloquium","Q11_consulting","Q11_mentoring","Q11_network","Q11_other_1","Q11_other_2","Q11_other_3","Q8_nb_pub","Q8_IF","Q8_quality","Q8_author_role","Q8_citation","Q8_grant","Q8_impact","Q8_teaching","Q8_supervision","Q8_services","Q8_citizenship","Q8_awards","Q8_network","Q8_ORPs","Q8_other_1","Q8_other_2","Q8_other_3","Q9_nb_pub","Q9_IF","Q9_quality","Q9_author_role","Q9_citation","Q9_grant","Q9_impact","Q9_teaching","Q9_supervision","Q9_services","Q9_citizenship","Q9_awards","Q9_network","Q9_ORPs","Q9_other_1","Q9_other_2","Q9_other_3","Q13","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q10_recruitment"
"bexzWcFkeFP-f77Tz2M8PT05jtm013YXG9f6R4cvYtqGmk_bmF_om4V1JuxYnck1","189713","592","276","2025-01-15 11:17:32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fubHgmX8YUf_RgqFq80ugflu_1nPIDeU_bh2VGl0vngkJAX43zdTOwHrTJh-YUPJ","189714","592","277","2025-01-15 11:17:32","2025-01-15 11:22:39","2025-01-15 11:22:39","","1","PhDStudent","practicing","aware","practicing","practicing","practicing","aware","aware","beneficial","beneficial","beneficial","beneficial","beneficial","neutral","neutral","none","infrastructure, training, norms, incentives, policy","infrastructure, training, norms, incentives","infrastructure, training, norms, incentives","none","training, norms, incentives, policy","training, norms, incentives, policy","","","","","","","","no","no","no","no","no","unsure","unsure","","","","","","","","written","workshop","written","written","written","workshop","written","written","workshop","","","","useful","useful","useful","useful","useful","","","","considerably","considerably","moderately","considerably","considerably","considerably","unsure","unsure","unsure","none","unsure","unsure","unsure","unsure","","","","moderately","moderately","considerably","considerably","moderately","moderately","moderately","considerably","considerably","moderately","moderately","moderately","considerably","considerably","","","","maybe","","","","","","workshop"
"PSWIs-W7wuFaUNuG0dajqi__fxYwzGthkEuqj_RewHji5HeJQCVNynVxcU2OoXZi","189730","592","278","2025-01-15 11:49:06","2025-01-15 11:49:29","","","1","PhDStudent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X88gWz_Mp8s3UuPnUnjD3K-pJCgHWcOsSY2nnASHXI_4_I3zxrBNikvI4aOjQIN3","189738","592","279","2025-01-15 12:07:57","2025-01-15 12:47:00","","","1","PIs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q4JLUOj8EScQIEYdfI7D53trHrHyD9j8iRu18oLImou5TlAVqwyGz_AMup4hsP0r","189743","592","280","2025-01-15 12:16:32","2025-01-15 12:16:32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rl05z6-AiCyR04gtlpFuL6beWmTUaFU7ctIdkXkR7u9B-VJlqEamQuUp0MOU92th","189753","592","281","2025-01-15 12:28:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"zyfZRPoUfEzZjuw86He5xgaEDOY3Qc6ULXkJ7SwZCdoSBxTJaUlIS7DSSP5K9P-F","189754","592","282","2025-01-15 12:28:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"aolb6CMFFy5d0JeyJAmWb3pLvdaV3NgjaFMy7KBK2-no9HEJ3f6d9LVazFym97tg","189757","592","283","2025-01-15 12:33:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q3sFEVqsNAdJzSx_K_1G3CFxlmyUOieEzNfTC-RWYkZai3bEA0TbhU-anF6IigwG","189758","592","284","2025-01-15 12:33:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FJ9LZ5Z5VxaKLiFsbhknbFPxqZl-pzPe47qguDlGoTOCpzICAK45JjE_kE_hUBSk","189773","592","285","2025-01-15 13:01:39","2025-01-15 13:25:05","2025-01-15 13:25:05","","1","PIs","practicing","unsure","practicing","practicing","practicing","unsure","unsure","beneficial","unsure","beneficial","beneficial","beneficial","unsure","unsure","none","unsure","unsure","none","none","unsure","unsure","","","","","","","","no","unsure","unsure","no","no","unsure","unsure","","","","","","","","written","workshop","workshop","workshop","workshop","workshop","written","written","workshop","","","","useful","useful","useful","useless","useful","","","","considerably","considerably","moderately","considerably","moderately","considerably","slightly","slightly","slightly","none","unsure","moderately","moderately","none","","","","moderately","slightly","considerably","considerably","slightly","moderately","slightly","moderately","considerably","moderately","slightly","moderately","moderately","moderately","","","","yes","","","","","","none_wanted"
"qSbKMyrXoS1C-H_5bThsfwO6SubpZ40aPHVqowLwm0_J0oIT1L-cJf69aEGgWNkD","189823","592","286","2025-01-15 14:04:38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3rO3KDykCM2S-TBXXwr2UvgbMHpZxvL-_o53l6Vt6V9JSJirFAvJGyEwsW59e45M","189824","592","287","2025-01-15 14:04:38","2025-01-15 14:16:39","2025-01-15 14:16:39","","1","PostDocs","practicing","aware","unsure","practicing","aware","unsure","unsure","detrimental","detrimental","detrimental","detrimental","detrimental","neutral","neutral","none","policy","policy","none","policy","unsure","unsure","","","","","","","","no","no","no","no","no","unsure","unsure","","","","","","","","written","written","workshop","written","written","workshop","workshop","written","written","","","","essential","useful","useful","useful","useful","","","","considerably","considerably","slightly","considerably","considerably","considerably","considerably","slightly","slightly","slightly","moderately","moderately","moderately","slightly","","","","slightly","slightly","moderately","slightly","slightly","slightly","slightly","moderately","moderately","moderately","none","slightly","moderately","considerably","","","","maybe","","","","","","written"
"jFEsYgHcMIpJx_Y9B-4ZogYuSPbrdvZpiRDWJ4vdU9cux57Ut4Zmpo4GJ_ZgtILR","189877","592","288","2025-01-15 14:46:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-GO5ml4ajPh8UMyCNfbOoH0BYVxGNrCcKGj5vc3OkfG9ykve-DB3taV0WPnrLIUQ","189878","592","289","2025-01-15 14:46:01","2025-01-15 14:48:55","","","1","PhDStudent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VPtpMyWt1FDICtd9a4pmuoM39S7g1HJaZGw3S-JyE1woK69pQguGXqnYQeTcbz_f","189913","592","290","2025-01-15 15:20:32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1bN5bU9RSX38Wx6mE3b-_jpH4oxwC3xwRnYWXHJ9HBQUWD0UTBtqJn8TvWWBoChy","189914","592","291","2025-01-15 15:20:32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OoPkl9_5fVsbUepgZCWSBCrDtyEebU5xDsEnx8XbQah9_Z20i2tzLtParRL6MXGp","189922","592","292","2025-01-15 15:28:46","2025-01-15 15:30:15","","","1","PIs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JxKHOBtyO6Z5DtxXPxbIiMYNef2TRSuONV75oaUcul3gLlGtQXQxdNnbOYENxsaK","190513","592","293","2025-01-16 09:11:37","2025-01-16 09:36:07","2025-01-16 09:36:07","","1","PhDStudent","using","unsure","using","aware","aware","unsure","unsure","beneficial","beneficial","beneficial","beneficial","beneficial","neutral","neutral","none","norms","none","norms","norms","policy","policy","","","","","","","","no","no","no","no","no","no","no","","","","","","","","written","workshop","workshop","written","written","written","workshop","written","workshop","","","","useful","unsure","useful","useful","useful","","","","considerably","considerably","moderately","considerably","considerably","considerably","moderately","moderately","moderately","unsure","slightly","moderately","slightly","none","","","","considerably","moderately","considerably","considerably","considerably","moderately","considerably","moderately","considerably","slightly","slightly","slightly","moderately","slightly","","","","no","","","","","","none_needed"
"pav445yJJyEcHwa5z_-Ye1HZBXFxDKB1qzJLehDHr2nmflxV7-tIBWwqt-cXtkMw","190526","592","294","2025-01-16 09:39:56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R_4cph2R53Yfhy0PUeYh2LNbgH28DQg8wgZA9B9mm0mZMh7zmOx125KCE1roE0TS","190527","592","295","2025-01-16 09:39:56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YCKnB1mDr7uOGYG78kIULhoA_9qDNRlOF5Tpy6WDHQwL98H1VVU9dD6Ou1NP7kuv","190980","592","296","2025-01-16 20:59:32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"392mUDEpHV8KgrUbHAQi3stPjDmngmZ5w5Xvxma0fNlWaQvA0NyqeJ79X81Jm88-","190981","592","297","2025-01-16 20:59:32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TgWJUvpDQznS6rVvSpV6W2e-ZQ1yvI8IRn2id2gdkWPQfgj2JXDftayYXuhrxMXq","191336","592","298","2025-01-17 09:13:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36d48SvqokiB2mO5WqLCCAnKuLsqC9A-bvm4ZrSnQ03H6jtkI4J2jPLXuuZb9mJl","191337","592","299","2025-01-17 09:13:44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0xnDopMMGyNfSCfmwK7JlHunWG-g03V6X02Q5rdpQMpGA65nIc-hWsBmVLIyO59a","191366","592","300","2025-01-17 10:10:09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5hSYDmOco-M7o9wDPlTVbzWQetQgyOBad-R470CMXcK_NRroyNA8iq7PT_9JkVkg","191367","592","301","2025-01-17 10:10:10","2025-01-17 17:01:06","2025-01-17 17:01:06","","1","PostDocs","practicing","aware","practicing","practicing","practicing","unsure","unsure","beneficial","beneficial","beneficial","beneficial","beneficial","neutral","unsure","incentives, policy","training, norms, incentives","norms, incentives","none","infrastructure","infrastructure, training, policy","infrastructure, training, policy","","","","","","","","no","unsure","no","no","no","unsure","unsure","","","","","","","","none_wanted","workshop","workshop","unsure","workshop","workshop","workshop","workshop","workshop","","","","essential","useful","unsure","essential","essential","","","","moderately","considerably","considerably","unsure","unsure","moderately","unsure","considerably","unsure","moderately","moderately","considerably","unsure","none","","","","moderately","slightly","considerably","moderately","slightly","slightly","slightly","moderately","considerably","moderately","slightly","slightly","considerably","considerably","","","","maybe","Reproducible research workshop","Regular encouragement at Department meetings","New 'Open Science' initiative","","","workshop"
"ZVeAplXeHbDOYVe1wdIJx-2sc_WdCsZQz1Kw8SiuOeuzORtuwU0BaEm8NUXhvmI-","191431","592","302","2025-01-17 12:34:49","2025-01-17 12:45:55","","","1","PostDocs","practicing","aware","aware","using","using","unsure","unsure","beneficial","beneficial","beneficial","beneficial","beneficial","unsure","unsure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HcvC_2iRurcUt1zSOHagfrpX2iUpCQ0wVibLuypLSkAN9y-Bva0iQ0RuTDiWJRkg","191547","592","303","2025-01-17 14:59:42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"_4WggXtIiCOZ37tYv9YTbXcFFJhRoHDa72PwF5EewEdTnXVX1-3aSY_MGtBc8Tnd","191548","592","304","2025-01-17 14:59:42","2025-01-17 15:22:31","2025-01-17 15:22:31","","1","PostDocs","using","using","aware","using","using","unsure","unsure","beneficial","beneficial","beneficial","beneficial","beneficial","beneficial","beneficial","none","norms, policy","norms, policy","none","none","norms, policy","training, norms, policy","","","","","","","","no","no","no","no","no","no","no","","","","","","","","none_needed","workshop","workshop","workshop","workshop","workshop","workshop","workshop","workshop","","","","useful","essential","useful","useless","useful","","","","slightly","moderately","moderately","moderately","unsure","unsure","unsure","unsure","none","none","none","slightly","slightly","none","","","","slightly","slightly","considerably","slightly","slightly","moderately","unsure","unsure","moderately","moderately","none","slightly","moderately","considerably","","","","no","","","","","","na"
"GsuuPo-TZUY3ujrwxHKLFMGJizl4VxwrEvBchWJ4qfBTdtxijya9tTlaWvCufpZv","193357","592","305","2025-01-20 10:48:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"lsodkcBw6zR_aUrshG-AOldbsSSeeiK6R6JQOtlVCv97WiGnfE493pQRddrRjfOt","193358","592","306","2025-01-20 10:48:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PK-XL9ksALssg0lAPTeuhirSbZdeEKX43Atg-YinMENs2nash-5RZjc3LuProauI","193433","592","307","2025-01-20 13:42:25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A_X62IwndaU6NdbI6K1BJf93cCw3vKx9LlKlHWFdGQSSKDSYQm0C50FVMpbz2yVG","193434","592","308","2025-01-20 13:42:25","2025-01-20 14:33:21","2025-01-20 14:33:21","","1","PhDStudent","using","aware","practicing","using","","","","beneficial","beneficial","beneficial","beneficial","beneficial","beneficial","beneficial","infrastructure, training, norms, incentives, policy","training, norms","infrastructure, norms","training","training, policy","unsure","unsure","","","","","","","","no","no","no","no","no","no","no","","","","","","","","written","workshop","workshop","workshop","written","workshop","workshop","written","written","","","","useful","useful","essential","useful","useful","","","","considerably","considerably","moderately","considerably","slightly","unsure","none","moderately","moderately","unsure","unsure","unsure","slightly","unsure","","","","moderately","slightly","considerably","moderately","unsure","unsure","none","moderately","moderately","moderately","unsure","considerably","moderately","moderately","","","","maybe","","","","","","written"
"hjXuf_loR8M0w0xwZpkM4umFQjtLYHukNFW9zMzVR9ZtTf4halQfcq8OBNch7Bqw","194215","592","309","2025-01-21 16:54:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mt7us2fxqRXenUEdP35mEvPydyDflxJq8-OzaIzbtg4L6BPJIyI4tb9gWUriLHjZ","194216","592","310","2025-01-21 16:54:05","2025-01-21 17:00:35","2025-01-21 17:00:35","","1","PhDStudent","aware","unsure","unsure","using","aware","unsure","unsure","beneficial","beneficial","beneficial","beneficial","beneficial","unsure","unsure","infrastructure","training, norms","training","infrastructure, policy","infrastructure","infrastructure, training, norms, incentives, policy","infrastructure, training, norms, incentives, policy","","","","","","","","no","no","no","no","no","unsure","unsure","","","","","","","","written","workshop","workshop","workshop","workshop","written","written","written","workshop","","","","essential","useful","useful","useful","essential","","","","considerably","considerably","moderately","considerably","considerably","considerably","moderately","slightly","slightly","slightly","none","moderately","moderately","unsure","","","","moderately","moderately","considerably","moderately","moderately","moderately","moderately","moderately","considerably","moderately","none","moderately","slightly","moderately","","","","","","","","","","written"
"WNXCpmvsZXKQaL-UhM4fCbD99N5hFNTy_MoqzzdQBLnXgcXs9AKfmtVRwKEZhwoW","194684","592","311","2025-01-22 10:49:20","2025-01-22 10:49:44","","","1","PostDocs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"o1TyNGzkzCiLyu0JbfNVsAfna2OIPAEYwj7GvNto51uwXsWnHlKh6GbKROtOnGwv","194685","592","312","2025-01-22 10:49:45","2025-01-22 10:50:11","","","1","PhDStudent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"v-GSFCWga9RHi6zMmtQMSnJNKeEEhtpwAn5e9Fq7TgXrnyrN8Hhp8epxOalAKI2K","194686","592","313","2025-01-22 10:50:10","2025-01-22 10:50:10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XV7khFt9BkJxMBtQKqHWH_r6oFyQ5UNpLrfd5ntmTvpSSW3C2PSxiSUW4cfqF_EF","194688","592","314","2025-01-22 10:51:12","2025-01-22 10:51:12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FVnJN0WV7-5E4EQkGBztH-Nqi2t2S8-McCEfkkWaZqb9ZhIoywM4_ckdOo7puTbn","194689","592","315","2025-01-22 10:51:12","2025-01-22 14:57:44","2025-01-22 14:57:44","","1","PhDStudent","using","aware","aware","using","aware","aware","aware","beneficial","beneficial","beneficial","beneficial","beneficial","beneficial","beneficial","norms","norms, incentives, policy","infrastructure, training, norms, incentives, policy","training","training","norms, incentives, policy","norms, incentives, policy","","","","","","","","no","no","no","no","no","no","no","","","","","","","","written","workshop","workshop","na","na","workshop","written","written","written","","","","essential","essential","useful","useful","essential","","","","moderately","considerably","moderately","considerably","unsure","unsure","unsure","unsure","unsure","unsure","unsure","considerably","moderately","none","","","","none","slightly","considerably","moderately","none","considerably","considerably","considerably","considerably","considerably","considerably","moderately","moderately","considerably","","","","no","","","","","","workshop"
"2LjyCk1_3ZrSq_Wg6lMZ0NG7Ani30JmbYen4c2Lj9WdzrOXZ8aAd8-1g1Mb9Yf70","194691","592","316","2025-01-22 10:52:57","2025-01-22 11:26:21","2025-01-22 11:26:21","","1","PIs","using","aware","unsure","practicing","unsure","unsure","unsure","neutral","unsure","neutral","beneficial","beneficial","neutral","unsure","none","none","unsure","none","none","unsure","unsure","","","","","","","","no","unsure","unsure","no","no","unsure","unsure","","","","","","","","none_needed","written","workshop","workshop","workshop","written","written","workshop","written","","","","useful","useful","useful","useful","useful","","","","considerably","considerably","unsure","considerably","considerably","considerably","considerably","none","unsure","unsure","none","moderately","moderately","none","","","","moderately","moderately","considerably","considerably","moderately","moderately","moderately","slightly","slightly","slightly","slightly","moderately","moderately","moderately","","","","no","Open Science Initiative advertised by Tobias Straub at BMC","","","","","none_needed"
"qrNKxINO2trnKM9Or1wiPF1BKh4JHVsIBQEj877Io9QmMutCP3levKONYjZzzff-","194694","592","317","2025-01-22 10:58:12","2025-01-22 15:43:46","","","1","PostDocs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FsLg1AmxZT4Z001k2MhfkSWpRIa3iaFJXSm1MI0N5mABfSWWlphj_v-0B17i7s9N","194697","592","318","2025-01-22 11:04:22","2025-01-22 11:08:22","","","1","SupportStaff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YRsnlz-Zh-EYYOUDOfcxDM8v9mRe0Q_xDUlvFi5B0rJ16IMCVE4OVLdcXpJu8dLp","194698","592","319","2025-01-22 11:04:32","2025-01-22 11:06:05","","","1","PhDStudent","practicing","using","aware","aware","using","aware","using","beneficial","beneficial","beneficial","beneficial","neutral","neutral","neutral","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cw3-i8rpmKKNGnGrmkvzhzplyLWxNXS7SQE-SunJrXRCNspWmXbSTECnkXCVyC4E","194707","592","320","2025-01-22 11:22:45","2025-01-22 11:27:37","","","1","SupportStaff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C5iye6WeIhUjZAwRImB8m_CGXi54BzVlkSTZ49YnWS2y1Ae2--Zm-UK-uXahvmVn","194727","592","321","2025-01-22 12:04:43","2025-01-22 12:04:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rweVBqod5q8Ti_g50gskldZn2k1uvXLhjam9f7lAX1C-PJP9SWgJ9o2KuiioxIdV","194728","592","322","2025-01-22 12:04:43","2025-01-22 12:04:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nFL_r-QvKavRkr7v32oG2IgXl0u69FzDElN_d8MQzBp6zH0q9ZYM63P1TJ2FVw2Z","194739","592","323","2025-01-22 12:28:49","2025-01-22 12:42:44","2025-01-22 12:42:44","","1","PhDStudent","practicing","unsure","unsure","aware","aware","unsure","unsure","beneficial","beneficial","beneficial","beneficial","neutral","detrimental","neutral","norms","training","norms","norms","norms","norms","norms","","","","","","","","no","no","no","no","no","unsure","unsure","","","","","","","","written","workshop","workshop","workshop","workshop","workshop","written","written","written","","","","useful","useful","unsure","essential","essential","","","","moderately","considerably","considerably","considerably","moderately","considerably","moderately","moderately","moderately","moderately","unsure","moderately","moderately","unsure","Methods you are experienced in","","","slightly","moderately","moderately","moderately","slightly","moderately","moderately","moderately","moderately","slightly","slightly","moderately","moderately","considerably","","","","no","","","","","","written"
"B0S0FjkYzvgDRdZhDIjJ_Y9NBUVfkHNPh-x07yW899AY7Aks8vmi-l5PdmA-v8yE","194742","592","324","2025-01-22 12:35:34","2025-01-22 12:36:11","","","1","PhDStudent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"-q59O_KUwYfOXLLwT2QkpD-qM2aWsJd0Rcytu5qSjYcJLi1UPgPQ1l1KgeQ0-mRG","194765","592","325","2025-01-22 13:06:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"kyDH-zOz71GDQpUry--UcOipXZ-zx8gtW6n6XLurhb0co1Qy3uoYJY60pDSrrdaE","194766","592","326","2025-01-22 13:06:00","2025-01-22 13:44:17","2025-01-22 13:44:17","","1","PostDocs","using","aware","aware","using","practicing","unsure","practicing","beneficial","beneficial","beneficial","beneficial","beneficial","neutral","beneficial","incentives","training","norms, incentives","none","norms, incentives","incentives","none","","","","","","","","no","no","no","no","no","no","no","","","","","","","","none_needed","written","written","written","written","written","written","written","written","","","","essential","useful","useful","useless","useless","","","","unsure","moderately","considerably","slightly","slightly","moderately","unsure","moderately","unsure","unsure","unsure","moderately","moderately","none","","","","none","slightly","considerably","slightly","slightly","moderately","slightly","moderately","moderately","considerably","slightly","slightly","moderately","unsure","","","","no","","","","","","workshop"
